NO2 AQI,O3 AQI,SO2 AQI,CO AQI,AQI,FIPS,COUNTY,State_y
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,42123,Warren,PA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,42125,Washington,PA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,42127,Wayne,PA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,42129,Westmoreland,PA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,42131,Wyoming,PA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,42133,York,PA
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,44001,Bristol,RI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,44003,Kent,RI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,44005,Newport,RI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,44007,Providence,RI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,44009,Washington,RI
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45001,Abbeville,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45003,Aiken,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45005,Allendale,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45007,Anderson,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45009,Bamberg,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45011,Barnwell,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45013,Beaufort,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45015,Berkeley,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45017,Calhoun,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45021,Cherokee,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45023,Chester,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45025,Chesterfield,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45027,Clarendon,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45029,Colleton,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45031,Darlington,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45033,Dillon,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45035,Dorchester,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45037,Edgefield,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45041,Florence,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45043,Georgetown,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45045,Greenville,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45047,Greenwood,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45049,Hampton,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45051,Horry,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45053,Jasper,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45055,Kershaw,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45057,Lancaster,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45059,Laurens,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45061,Lee,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45063,Lexington,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45065,McCormick,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45067,Marion,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45069,Marlboro,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45071,Newberry,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45073,Oconee,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45075,Orangeburg,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45077,Pickens,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45079,Richland,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45081,Saluda,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45083,Spartanburg,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45085,Sumter,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45087,Union,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45089,Williamsburg,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,45091,York,SC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46003,Aurora,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46005,Beadle,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46007,Bennett,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46009,Bon Homme,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46011,Brookings,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46013,Brown,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46015,Brule,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46017,Buffalo,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46019,Butte,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46021,Campbell,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46023,Charles Mix,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46025,Clark,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46027,Clay,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46029,Codington,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46031,Corson,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46033,Custer,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46035,Davison,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46037,Day,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46039,Deuel,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46041,Dewey,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46043,Douglas,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46045,Edmunds,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46047,Fall River,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46049,Faulk,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46051,Grant,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46053,Gregory,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46055,Haakon,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46057,Hamlin,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46059,Hand,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46061,Hanson,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46063,Harding,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46065,Hughes,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46067,Hutchinson,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46069,Hyde,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46071,Jackson,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46073,Jerauld,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46075,Jones,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46077,Kingsbury,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46079,Lake,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46081,Lawrence,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46083,Lincoln,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46085,Lyman,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46087,McCook,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46089,McPherson,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46091,Marshall,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46093,Meade,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46095,Mellette,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46097,Miner,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46099,Minnehaha,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46101,Moody,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46103,Pennington,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46105,Perkins,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46107,Potter,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46109,Roberts,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46111,Sanborn,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46113,Shannon,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46115,Spink,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46117,Stanley,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46119,Sully,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46121,Todd,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46123,Tripp,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46125,Turner,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46127,Union,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46129,Walworth,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46135,Yankton,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,46137,Ziebach,SD
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47001,Anderson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47003,Bedford,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47005,Benton,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47007,Bledsoe,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47011,Bradley,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47013,Campbell,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47015,Cannon,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47017,Carroll,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47019,Carter,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47021,Cheatham,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47023,Chester,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47025,Claiborne,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47027,Clay,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47029,Cocke,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47031,Coffee,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47033,Crockett,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47035,Cumberland,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47037,Davidson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47039,Decatur,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47041,De Kalb,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47043,Dickson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47045,Dyer,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47047,Fayette,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47049,Fentress,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47051,Franklin,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47053,Gibson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47055,Giles,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47057,Grainger,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47059,Greene,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47061,Grundy,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47063,Hamblen,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47065,Hamilton,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47067,Hancock,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47069,Hardeman,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47071,Hardin,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47073,Hawkins,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47075,Haywood,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47077,Henderson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47079,Henry,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47081,Hickman,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47083,Houston,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47085,Humphreys,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47087,Jackson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47089,Jefferson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47091,Johnson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47093,Knox,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47095,Lake,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47097,Lauderdale,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47099,Lawrence,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47101,Lewis,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47103,Lincoln,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47105,Loudon,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47107,McMinn,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47109,McNairy,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47111,Macon,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47113,Madison,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47115,Marion,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47117,Marshall,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47119,Maury,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47121,Meigs,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47123,Monroe,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47125,Montgomery,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47127,Moore,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47129,Morgan,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47131,Obion,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47133,Overton,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47135,Perry,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47137,Pickett,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47139,Polk,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47141,Putnam,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47143,Rhea,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47145,Roane,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47147,Robertson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47149,Rutherford,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47151,Scott,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47153,Sequatchie,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47155,Sevier,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47157,Shelby,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47159,Smith,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47161,Stewart,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47163,Sullivan,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47165,Sumner,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47167,Tipton,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47169,Trousdale,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47171,Unicoi,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47173,Union,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47175,Van Buren,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47177,Warren,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47179,Washington,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47181,Wayne,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47183,Weakley,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47185,White,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47187,Williamson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,47189,Wilson,TN
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48001,Anderson,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48003,Andrews,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48005,Angelina,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48007,Aransas,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48009,Archer,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48011,Armstrong,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48013,Atascosa,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48015,Austin,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48017,Bailey,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48019,Bandera,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48021,Bastrop,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48023,Baylor,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48025,Bee,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48027,Bell,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48031,Blanco,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48033,Borden,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48035,Bosque,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48037,Bowie,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48039,Brazoria,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48041,Brazos,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48043,Brewster,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48045,Briscoe,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48047,Brooks,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48049,Brown,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48051,Burleson,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48053,Burnet,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48055,Caldwell,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48057,Calhoun,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48059,Callahan,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48061,Cameron,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48063,Camp,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48065,Carson,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48069,Castro,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48071,Chambers,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48073,Cherokee,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48075,Childress,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48077,Clay,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48079,Cochran,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48081,Coke,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48083,Coleman,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48085,Collin,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48087,Collingsworth,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48089,Colorado,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48091,Comal,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48093,Comanche,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48095,Concho,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48097,Cooke,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48099,Coryell,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48101,Cottle,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48103,Crane,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48105,Crockett,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48107,Crosby,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48109,Culberson,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48111,Dallam,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48115,Dawson,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48117,Deaf Smith,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48119,Delta,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48121,Denton,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48123,De Witt,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48125,Dickens,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48127,Dimmit,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48129,Donley,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48131,Duval,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48133,Eastland,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48135,Ector,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48137,Edwards,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48139,Ellis,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48143,Erath,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48145,Falls,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48147,Fannin,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48149,Fayette,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48151,Fisher,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48153,Floyd,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48155,Foard,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48157,Fort Bend,TX
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,48159,Franklin,TX
